tweet_text,class
Hey! Please all those who looted spaghetti in the  looting ceremony. Kindly return it please it was meant f ,-1
The New OBA of Lagos said he will choose his Cabinet Members on Monday  October 26th 2020,1
Pray for   Its has been a bigest problem under the situation which nigerians getswe us observer ,-1
My people wetin be the update now? ,0
I don't want to be better than everyone ... I want us to better together to make Nigeria proud,-1
May we all retweet and pray for Congo because,1
See these fools! People dey fight for freedom from criminal politicians u dey there dey fight each other for them ,-1
Nigerians react after Minister of Humanitarian Affairs announced plans to empower 700 women wi ,1
"Covid19 palliatives warehouse of Gombe State was discovered Location: Maiduguri road BCJA, NEMA Store,But securit  ",1
That reminds you of   and all..You just have to stay sane so the death of the past heroes won't be i  ,1
"   inviting you to join Earn2Flex, a site that lets you earn money with social media. I just earned $25 ",1
May we all retweet and pray for Congo because,1
If our governors Can hide indomie from us what did you think about employment,-1
  God bless you  i wil never regret stanning you fl ! You tweeted  My people need me  some people are against it thi ,1
You're asking for Hospitals from Govt that cannot give you indomie that is yours,-1
See these fools! People dey fight for freedom from criminal politicians u dey there dey fight each other for them   ,-1
"  Covid19 palliatives warehouse of Gombe State was discovered Location: Maiduguri road Bisije NEMA Store,But security wer ",1
"Covid19 palliatives warehouse of Gombe State was discovered Location: Maiduguri road Bisije NEMA Store,But securi  ",1
" inviting you to join Earn2Flex, a site that lets you earn money with social media. I just e  ",1
"  You cannot miss this one, and don't forget to subscribe. If you want to buy/sell a property ",1
I'm raising money for Under represented community coding boot camp    . Click to Donate: ,1
Congratulations to the movie NIGERIA..... Nigeria is  the most scary movie I've seen this year. Soon it will be mos  ,1
Nigeria my country You day fin babe and you no get  money the most painful part is that you pass your boundar ,-1
"In Taraba, somebody carted away a whole city.      ",-1
The next hit will be Nigeria customs warehouse.,-1
"Hypocrisy of the north. Hunger dey, dem dey  Wereys don taya to disguise. ",-1
...leave the unpatriotic  looters hunting up and down for government food storage facilities  and using the instrumen ,-1
"Arewa Youth, how market? Una nor do   again? So hunger dey beat una reach like this? See looting abeg. Una  ",-1
Lekki shop rite down me that was planing to shot some scene of my music video but now is dowm,-1
Nigerian police arresting it's on thugs.,-1
The future generations is here with us..  they f**ked with the wrong Generation,-1
"  These are the  protesters, Why arresting them?",0
" While the looting continues around the country by the  demonstrators, the government keep watching the events.",-1
Carefully listen to their conversation: how Osun Governor arrange thugs to vandalize peaceful protesters and their properties. ,-1
They are killing us with the power we put in their hands If I blow up I drop the song  ,-1
These what is happening now at yola Adamawa state Nigeria. These are covid19 food items what suppose to be distributed to t ,-1
Only shopping malls get looted during violence. The bookshops remain untou(r)ched.Looters don't readReaders don't ,-1
Britain: Time to unbundle the Nigerian contraption,-1
These what is happening now at yola Adamawa state Nigeria. These are covid19 food items what suppose to be distribu ,-1
Stop voting oldmen to power u say small chop chop u dey like now listen  to this old man message to the world ,-1
Only shopping malls get looted during violence.   The bookshops remain untouched!!!  Looters don't read andRe ,-1
Dey don create fear for Lagos protesters ooo ,-1
"  Don't change the narrative Biko,   ",1
"Zai dauki matsakaicin dan Najeriya shekaru 1,638 kafin su samu albashin sanatoci kowane wata Ban taba ganin irin w  ",0
"  After weeks of protesting and letting out our voices for a better change, is looting part of our government plan to  get u ",-1
Yes! Always remember that this move is for the whole of Africa. We need to create a better Police for all . ,1
"After weeks of protesting and letting out our voices for a better change, is looting part of our government plan to  ",-1
This is the time all the musicians in Nigeria  should also use their music to ask questions about the killings at l ,1
After the rain comes the sunshine! Nigerian government will feel the wrath of God.,-1
That's their strategy. To leave us in the hands of We say  we mean,0
The  really went a long way the power of social media Nigeria took upon   and a lot happened.,1
"  A situation where  protesters in abuja were inciting/threatening violence, and were given wide media coverage and st ",-1
"See a new Nigeria  , I see a new Nigeria. I see the lord passing through our land and a New Nigeria shall emerge  ",1
"When children are gunned down in Cameroon over Anglophone conflict, what is  doing and other regiona  ",-1
"Now that Nigerians have known the Truth about the palliatives, you'll should seek forgiveness from  f  ",1
" This man Dey lie , He keep the food for him children and grandchildren. Wicked people. Remember we all go  ",-1
The folks who sponsored the  movement will make meat off this.Bad idea!,-1
"  People are busy finding hidden palliatives.Oba of Lagos is finding his staff,Obaseki is finding his prisoners Wettin you ",-1
I wanted to say Amen! Then i remember we are not in an era of love preach or praying but of fighting and taking wha ,-1
"People are busy finding hidden palliatives.Oba of Lagos is finding his staff,Obaseki is finding his prisoners W  ",-1
"A situation where  protesters in abuja were inciting/threatening violence, and were given wide media covera  ",-1
What provision is the youth making to make sure the next election we have our own party at least 3 or 5 parties by ,0
when he hears people talking about him stepping down.!,-1
Looking at the pictures what is that thing that the have in common. Assuming one represents the government and the other re ,0
I would like to AMPLIFY   this over and over and over until they do just this,1
Went to a dinner today and was discussing all these corrupt Nigerian politicians. Only to find out that I was seated nex ,-1
"  Y'all should remind Zarah Buhari that under her father's regime, more Nigerians became poor and Nigeria got the trophy of th ",-1
"  It happened, don't let anyone gaslight you. We saw it, there are evidences. Dont let any paid heartless fellow to talk ",-1
Buhari is even more intelligent than his kids,1
"  Demonic leaders,, heartless personnels   ",-1
"I think we are making this too much about tinubu, Campaigning for him free, giving him a greater projection than he  ",-1
Am sure Apc will be running towards Babatunde Raji Fashola. Bcoz people can still trust his candidacy in 2023 but una g ,1
2023 please try and come. 2020 brought too much pains to the heart of Nigerians  loot,-1
"  In my country where the government is wrong, they want every citizen to read them as  righteous  ..How can we build this b ",-1
"The ruling party,the opposition party and the ones who are  against peace in the country are determinant of chaos i  ",-1
"  Please Retweet...My people see rice, indomie and other Covid-19 palliative hidden in a warehouse in Lagos ",1
Bad governance,-1
2023 please try and come. 2020 brought too much pains to the heart of Nigerians  loot ,-1
Why don t Nigerian leaders who have failed the public have enough honour to resign? It NEVER happens. Why? Because they ,-1
"  The support we re getting from our neighbors; Nigeria and Ghana is overwhelming Nationality aside, tribe, religion, custo ",-1
"Demonic leaders,, heartless personnels   ",-1
NIGERIAN YOUTHS: We are winning! The hand of God is fully in support of ,1
"They closed the boarder, and God opened the warehouses..see miracles of God ",1
"  It may be far, but the rough Road to create the Nigeria we want &amp; dream of starts now...After this, let's start demandin ",-1
This is part of the reason we haf protested  1trn naira Nd yet have no abili ,0
"I believe England shld have include a clause in our independence signing,that  if we can't govern n run a successfu  ",0
Yet our government denied every bit of it,-1
The youths must not relent in their uprising for a better Nigeria.The little effort pulled off in recent days may seem defea ,1
Murder is evil before God. Every life is precious and sacred. The Nigerian government should be conscious of this fact and ac ,1
